City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Kavaratti,IN,2021-04-07 19:36:22,10.5669,72.642,83.37,73,12,8.66
294,Zhanaozen,KZ,2021-04-07 19:36:22,43.3,52.8,57.15,28,47,11.54
295,Maldonado,UY,2021-04-07 19:34:43,-34.6667,-54.9167,82.99,57,20,11.5
296,Marzuq,YE,2021-04-07 19:36:23,14.4,46.4667,68.99,38,5,5.53
297,Aasiaat,GL,2021-04-07 19:36:23,68.7098,-52.8699,15.4,89,99,13.09
298,Jumla,NP,2021-04-07 19:36:23,29.2747,82.1838,43.92,69,42,4.94
299,Doha,QA,2021-04-07 19:36:24,25.2867,51.5333,80.6,21,0,5.75
300,Sabzevar,IR,2021-04-07 19:31:48,36.2126,57.6819,66.51,22,8,3.69
301,Parana,AR,2021-04-07 19:36:24,-31.732,-60.5238,88.0,49,29,11.01
302,Ukiah,US,2021-04-07 19:36:24,39.1502,-123.2078,60.01,51,1,5.75
303,Atambua,ID,2021-04-07 19:36:25,-9.1061,124.8925,72.34,86,11,2.3
304,Caxito,AO,2021-04-07 19:36:25,-8.5785,13.6643,75.2,83,75,8.05
305,Mayo,US,2021-04-07 19:36:25,38.8876,-76.5119,77.0,63,1,9.22
306,Vila Velha,BR,2021-04-07 19:36:26,-20.3297,-40.2925,75.99,64,75,2.3
307,Pacifica,US,2021-04-07 19:36:26,37.6138,-122.4869,57.99,62,75,16.11
308,Tual,ID,2021-04-07 19:36:26,-5.6667,132.75,81.86,73,82,6.73
309,Damietta,EG,2021-04-07 19:36:27,31.4165,31.8133,64.4,88,40,11.5
310,Puerto Escondido,MX,2021-04-07 19:36:27,15.85,-97.0667,89.6,70,40,10.36
311,Dalvik,IS,2021-04-07 19:36:27,65.9702,-18.5286,24.8,80,90,18.41
312,Wattegama,LK,2021-04-07 19:36:27,6.7989,81.4808,75.2,94,20,3.44
313,Merauke,ID,2021-04-07 19:34:34,-8.4667,140.3333,76.24,89,100,4.85
314,Henties Bay,NA,2021-04-07 19:31:00,-22.116,14.2845,63.88,80,0,4.94
315,Essex,US,2021-04-07 19:31:39,40.7834,-74.2163,72.0,20,1,8.05
316,Rafaela,AR,2021-04-07 19:36:28,-31.2503,-61.4867,84.0,45,93,5.01
317,Isangel,VU,2021-04-07 19:36:28,-19.55,169.2667,77.04,82,7,8.66
318,Carutapera,BR,2021-04-07 19:36:29,-1.195,-46.02,80.74,80,98,7.23
319,Marshfield,US,2021-04-07 19:36:29,44.6689,-90.1718,75.99,41,20,17.27
320,Walvis Bay,NA,2021-04-07 19:33:16,-22.9575,14.5053,57.2,88,0,5.75
321,Standerton,ZA,2021-04-07 19:36:29,-26.9337,29.2415,57.99,88,100,2.77
322,Havelock,US,2021-04-07 19:34:41,34.8791,-76.9013,87.8,23,20,16.11
323,Sarakhs,IR,2021-04-07 19:36:30,36.5449,61.1577,62.6,39,1,4.07
324,Lavrentiya,RU,2021-04-07 19:36:30,65.5833,-171.0,-6.66,90,82,5.1
325,Mahebourg,MU,2021-04-07 19:34:31,-20.4081,57.7,80.6,78,75,11.5
326,Lebu,CL,2021-04-07 19:36:31,-37.6167,-73.65,60.67,73,0,6.96
327,Half Moon Bay,US,2021-04-07 19:36:31,37.4636,-122.4286,61.0,76,90,10.36
328,North Bend,US,2021-04-07 19:36:32,43.4065,-124.2243,52.0,81,90,4.61
329,Mareeba,AU,2021-04-07 19:36:32,-17.0,145.4333,77.0,88,40,5.75
330,Gornozavodsk,RU,2021-04-07 19:36:32,58.3758,58.3211,34.48,98,100,8.32
331,Cap Malheureux,MU,2021-04-07 19:36:33,-19.9842,57.6142,80.01,76,100,5.99
332,Port Alberni,CA,2021-04-07 19:36:33,49.2413,-124.8028,46.0,88,100,1.99
333,Port Macquarie,AU,2021-04-07 19:31:39,-31.4333,152.9167,64.4,100,75,9.22
334,Creel,MX,2021-04-07 19:36:34,27.75,-107.6333,72.91,13,99,13.85
335,Zyryanka,RU,2021-04-07 19:36:34,65.75,150.85,-16.37,100,100,5.61
336,Caravelas,BR,2021-04-07 19:36:34,-17.7125,-39.2481,77.58,71,100,10.36
337,Leamington,CA,2021-04-07 19:36:35,42.0549,-82.6062,78.8,41,94,6.91
338,Katsuura,JP,2021-04-07 19:34:34,35.1333,140.3,53.01,60,75,1.01
339,Gilgit,PK,2021-04-07 19:36:35,35.9221,74.3087,47.25,72,98,3.15
340,Vilia,GR,2021-04-07 19:36:36,38.1667,23.3333,60.8,59,20,4.61
341,Namatanai,PG,2021-04-07 19:36:36,-3.6667,152.4333,78.19,88,100,8.93
342,Sweetwater,US,2021-04-07 19:32:01,25.7634,-80.3731,80.6,47,75,14.97
343,Araripe,BR,2021-04-07 19:36:37,-7.2125,-40.0461,80.11,46,81,4.12
344,Leningradskiy,RU,2021-04-07 19:36:37,69.3833,178.4167,-13.43,96,95,5.3
345,Vostok,RU,2021-04-07 19:36:37,46.4856,135.8833,13.28,81,100,2.19
346,Broome,US,2021-04-07 19:36:38,42.2506,-75.833,66.99,29,1,3.44
347,Quesnel,CA,2021-04-07 19:35:51,52.9999,-122.5029,41.0,75,90,6.93
348,Ciudad Ojeda,VE,2021-04-07 19:36:38,10.1964,-71.3082,86.02,66,83,6.64
349,Hay River,CA,2021-04-07 19:36:38,60.8156,-115.7999,15.8,86,100,11.5
350,Marawi,PH,2021-04-07 19:36:39,7.9986,124.2928,78.01,87,72,3.0
351,Kelvington,CA,2021-04-07 19:36:39,52.1667,-103.5343,66.2,20,0,19.57
352,Kevsala,RU,2021-04-07 19:36:39,45.7983,42.6903,55.2,71,1,8.86
353,Cabedelo,BR,2021-04-07 19:36:39,-6.9811,-34.8339,84.2,65,0,17.27
354,Diego De Almagro,CL,2021-04-07 19:36:40,-26.3667,-70.05,77.74,28,85,9.84
355,Novyy Svit,UA,2021-04-07 19:36:40,47.8059,38.0211,49.82,89,48,7.56
356,Iberia,US,2021-04-07 19:36:40,29.9502,-91.7507,78.8,73,75,21.85
357,Galle,LK,2021-04-07 19:36:41,6.0367,80.217,77.38,80,78,3.38
358,Khatanga,RU,2021-04-07 19:34:49,71.9667,102.5,-20.65,100,100,2.37
359,Atlantic City,US,2021-04-07 19:36:30,39.3643,-74.4229,66.99,39,1,8.9
360,Lata,PT,2021-04-07 19:36:41,40.1629,-8.3327,61.0,74,100,1.63
361,Springbok,ZA,2021-04-07 19:36:41,-29.6643,17.8865,71.1,31,8,4.0
362,Sume,BR,2021-04-07 19:36:42,-7.6717,-36.88,86.88,38,69,17.74
363,Skjervoy,NO,2021-04-07 19:36:42,70.0311,20.9714,30.2,93,90,18.41
364,Luena,AO,2021-04-07 19:36:43,-11.7833,19.9167,64.18,88,100,2.35
365,Rawson,AR,2021-04-07 19:36:43,-43.3002,-65.1023,73.02,29,0,10.0
366,Ulety,RU,2021-04-07 19:36:43,51.3572,112.4849,31.95,73,37,3.44
367,Waounde,SN,2021-04-07 19:36:44,15.2637,-12.8682,100.4,22,0,2.3
368,Port Hedland,AU,2021-04-07 19:36:44,-20.3167,118.5667,75.2,88,47,6.91
369,Coahuayana,MX,2021-04-07 19:36:44,18.7333,-103.6833,87.8,25,1,8.3
370,San-Pedro,CI,2021-04-07 19:36:45,4.7485,-6.6363,80.98,83,13,7.29
371,El Alto,PE,2021-04-07 19:36:45,-4.2714,-81.2147,87.8,51,0,18.41
372,Aragarcas,BR,2021-04-07 19:36:45,-15.8975,-52.2508,86.0,70,75,4.61
373,Ko Samui,TH,2021-04-07 19:36:45,9.5357,99.9357,81.01,78,62,7.34
374,Vila,PT,2021-04-07 19:36:46,42.0304,-8.1588,59.0,63,0,5.75
375,Portland,US,2021-04-07 19:36:33,45.5234,-122.6762,51.01,71,75,5.01
376,Sinazongwe,ZM,2021-04-07 19:36:46,-17.2614,27.4618,73.49,59,0,2.89
377,Surt,LY,2021-04-07 19:36:46,31.2089,16.5887,65.16,62,100,16.64
378,Praia Da Vitoria,PT,2021-04-07 19:36:47,38.7333,-27.0667,64.4,88,20,10.69
379,Tamworth,GB,2021-04-07 19:36:47,52.634,-1.6959,41.0,56,0,9.22
380,Semey,KZ,2021-04-07 19:36:47,50.4111,80.2275,36.05,93,61,1.59
381,Santa Rosalia,MX,2021-04-07 19:36:48,27.3167,-112.2833,76.32,43,45,6.26
382,Wukari,NG,2021-04-07 19:36:48,7.85,9.7833,93.65,27,98,4.32
383,Lazaro Cardenas,MX,2021-04-07 19:33:32,17.9583,-102.2,83.88,53,0,11.48
384,Esperance,AU,2021-04-07 19:36:48,-33.8667,121.9,62.6,94,40,5.75
385,Chardara,KZ,2021-04-07 19:36:49,41.2547,67.9692,59.54,42,84,9.04
386,Beringovskiy,RU,2021-04-07 19:36:49,63.05,179.3167,-1.84,93,100,11.05
387,Muzhi,RU,2021-04-07 19:36:49,65.3667,64.6667,28.08,93,100,5.93
388,Nara,JP,2021-04-07 19:36:50,34.6851,135.8049,48.99,66,93,0.18
389,Tombouctou,ML,2021-04-07 19:36:50,20.0,-3.0,87.87,10,0,8.12
390,Taoudenni,ML,2021-04-07 19:36:50,22.6783,-3.9836,89.94,13,2,9.71
391,Khorramshahr,IR,2021-04-07 19:35:59,30.4397,48.1664,78.8,27,0,2.3
392,Turukhansk,RU,2021-04-07 19:36:51,65.8167,87.9833,28.27,98,100,2.59
393,Umm Lajj,SA,2021-04-07 19:36:51,25.0213,37.2685,80.11,47,0,5.35
394,Murakami,JP,2021-04-07 19:36:51,38.2333,139.4833,41.41,68,3,3.02
395,Whitianga,NZ,2021-04-07 19:36:51,-36.8333,175.7,62.01,96,91,6.02
396,Svetlaya,RU,2021-04-07 19:36:52,46.5389,138.3297,25.32,54,73,6.78
397,Binga,ZW,2021-04-07 19:36:52,-17.6203,27.3414,70.74,68,0,1.59
398,Waddan,LY,2021-04-07 19:36:52,29.1614,16.139,73.98,27,21,13.8
399,Badou,TG,2021-04-07 19:36:53,7.5833,0.6,82.09,65,50,4.25
400,Shenjiamen,CN,2021-04-07 19:36:53,29.9576,122.298,52.21,78,100,20.22
401,Nago,JP,2021-04-07 19:36:53,26.5881,127.9761,66.2,88,1,5.75
402,Anahuac,MX,2021-04-07 19:36:53,27.2333,-100.15,89.6,37,75,13.8
403,Keti Bandar,PK,2021-04-07 19:36:54,24.1447,67.4497,81.19,63,0,14.85
404,Novopokrovka,UA,2021-04-07 19:36:54,49.8425,36.5477,44.6,93,75,6.71
405,Flinders,AU,2021-04-07 19:36:54,-34.5833,150.8552,64.99,93,47,1.01
406,Saint John,CA,2021-04-07 19:35:15,45.2727,-66.0677,51.8,81,90,12.66
407,Puerto Carreno,CO,2021-04-07 19:36:55,6.189,-67.4859,90.3,47,97,5.19
408,Tautira,PF,2021-04-07 19:36:55,-17.7333,-149.15,84.2,58,20,5.75
409,Valley City,US,2021-04-07 19:36:55,46.9233,-98.0032,51.8,40,40,24.16
410,Haines Junction,CA,2021-04-07 19:36:56,60.7522,-137.5108,17.6,27,61,2.3
411,Saint-Francois,FR,2021-04-07 19:36:56,46.4154,3.9054,39.2,41,0,3.44
412,Maputo,MZ,2021-04-07 19:33:15,-25.9653,32.5892,78.01,78,40,9.22
413,Sao Filipe,CV,2021-04-07 19:36:56,14.8961,-24.4956,75.34,65,1,7.2
414,Dharchula,IN,2021-04-07 19:36:57,29.85,80.5333,57.54,51,3,8.77
415,Quatre Cocos,MU,2021-04-07 19:36:57,-20.2078,57.7625,80.6,78,75,11.5
416,Bousso,TD,2021-04-07 19:36:57,10.4795,16.7117,92.35,11,96,3.67
417,Coihaique,CL,2021-04-07 19:36:58,-45.5752,-72.0662,53.6,66,75,8.05
418,Yarada,IN,2021-04-07 19:36:58,17.65,83.2667,82.4,83,20,4.61
419,Bandipur,NP,2021-04-07 19:36:58,27.9333,84.4167,63.21,29,0,3.53
420,Rovaniemi,FI,2021-04-07 19:36:58,66.5,25.7167,32.0,69,0,6.91
421,Tigil,RU,2021-04-07 19:36:59,57.8,158.6667,-0.51,100,100,1.97
422,Ninghai,CN,2021-04-07 19:36:59,29.2892,121.4247,57.99,91,100,4.74
423,Vilcun,CL,2021-04-07 19:37:00,-38.65,-72.2333,66.2,59,40,8.05
424,Omboue,GA,2021-04-07 19:37:00,-1.5746,9.2618,79.75,86,50,5.17
425,Hervey Bay,AU,2021-04-07 19:37:00,-25.2986,152.8535,66.99,91,0,1.01
426,Craig,US,2021-04-07 19:37:01,40.5153,-107.5464,48.2,46,90,11.5
427,Petropavlovsk-Kamchatskiy,RU,2021-04-07 19:37:01,53.0452,158.6483,26.6,68,75,6.71
428,Kyra,RU,2021-04-07 19:37:01,49.5776,111.9753,33.67,63,10,3.15
429,Manyana,BW,2021-04-07 19:37:01,-23.4,21.7167,64.89,60,2,4.97
430,Grand Gaube,MU,2021-04-07 19:37:02,-20.0064,57.6608,80.01,76,100,5.99
431,Kitoy,RU,2021-04-07 19:37:02,52.6,103.9,30.2,69,0,6.71
432,Can Tho,VN,2021-04-07 19:33:52,10.0333,105.7833,78.8,89,20,2.3
433,Vallenar,CL,2021-04-07 19:37:03,-28.5708,-70.7581,80.49,32,100,8.88
434,Progreso,MX,2021-04-07 19:37:03,21.2833,-89.6667,95.0,38,75,13.8
435,Idar-Oberstein,DE,2021-04-07 19:37:03,49.7,7.3,37.0,69,40,12.66
436,Sao Jose Da Coroa Grande,BR,2021-04-07 19:37:04,-8.8978,-35.1478,80.13,71,100,8.32
437,Belaya Glina,RU,2021-04-07 19:37:04,46.07,40.86,53.28,81,2,7.96
438,Manta,EC,2021-04-07 19:37:04,-0.95,-80.7333,84.2,65,20,11.5
439,Znamenskoye,RU,2021-04-07 19:37:04,57.1281,73.8282,33.12,97,100,3.2
440,Guangyuan,CN,2021-04-07 19:37:05,32.442,105.823,48.99,94,100,1.99
441,Maningrida,AU,2021-04-07 19:37:05,-12.0667,134.2667,76.84,83,92,1.83
442,Araguacu,BR,2021-04-07 19:37:05,-12.9306,-49.8264,86.32,62,95,0.94
443,La Orilla,MX,2021-04-07 19:37:06,17.9833,-102.2333,84.02,52,0,11.59
444,Ahuimanu,US,2021-04-07 19:37:06,21.4447,-157.8378,73.4,60,40,18.41
445,Wamba,NG,2021-04-07 19:37:06,8.9333,8.6,87.87,30,99,1.72
446,Shanghai,CN,2021-04-07 19:35:32,31.2222,121.4581,54.0,76,100,8.95
447,Port Lincoln,AU,2021-04-07 19:37:07,-34.7333,135.8667,68.99,38,100,9.4
448,Azangaro,PE,2021-04-07 19:37:07,-14.9167,-70.2167,50.0,76,75,10.36
449,Puerto Maldonado,PE,2021-04-07 19:37:07,-12.6,-69.1833,82.4,78,75,5.75
450,Tanout,NE,2021-04-07 19:37:08,14.9709,8.8879,88.93,10,4,9.73
451,Bodaybo,RU,2021-04-07 19:37:08,57.8506,114.1933,34.0,96,100,4.05
452,Marsaxlokk,MT,2021-04-07 19:37:08,35.8419,14.5431,59.0,67,0,16.11
453,Ayabaca,PE,2021-04-07 19:37:09,-4.6398,-79.7149,58.24,81,77,4.79
454,Kisangani,CD,2021-04-07 19:37:09,0.5167,25.2,68.79,98,100,2.75
455,Kutum,SD,2021-04-07 19:37:09,14.2,24.6667,79.47,9,38,12.19
456,Fukue,JP,2021-04-07 19:37:09,32.6881,128.8419,60.39,57,100,9.17
457,Garleni,RO,2021-04-07 19:37:10,46.6667,26.8,34.0,80,40,5.75
458,Liberal,US,2021-04-07 19:37:10,37.0431,-100.921,55.4,44,90,32.21
459,Barranca,PE,2021-04-07 19:37:10,-10.75,-77.7667,74.21,73,86,10.45
460,Santa Cruz Cabralia,BR,2021-04-07 19:34:23,-16.2781,-39.0247,78.8,73,75,3.44
461,La Ronge,CA,2021-04-07 19:37:11,55.1001,-105.2842,50.0,43,76,9.22
462,Portmore,JM,2021-04-07 19:37:11,17.9702,-76.8672,87.8,62,20,11.5
463,Chara,RU,2021-04-07 19:37:11,56.9064,118.2631,22.59,90,97,1.16
464,Talnakh,RU,2021-04-07 19:37:01,69.4865,88.3972,2.1,98,61,2.98
465,Wonthaggi,AU,2021-04-07 19:37:12,-38.6044,145.5913,63.0,96,6,5.57
466,Potiskum,NG,2021-04-07 19:37:12,11.7091,11.0694,88.3,12,98,10.69
467,Virginia Beach,US,2021-04-07 19:35:53,36.8529,-75.978,77.0,38,20,9.22
468,Cukai,MY,2021-04-07 19:35:50,4.25,103.4167,78.8,94,100,3.06
469,Belmonte,BR,2021-04-07 19:37:13,-15.8631,-38.8828,78.8,73,75,3.44
470,Komsomolskiy,UZ,2021-04-07 19:37:13,40.4272,71.7189,53.6,47,25,4.61
471,Cockburn Town,TC,2021-04-07 19:37:13,21.4612,-71.1419,73.81,65,100,16.28
472,Ozark,US,2021-04-07 19:37:14,37.0209,-93.206,66.0,85,94,3.0
473,Bima,ID,2021-04-07 19:37:14,-8.4667,118.7167,76.33,92,100,1.81
474,Tabas,IR,2021-04-07 19:37:14,33.5959,56.9244,73.17,13,87,3.22
475,Eldorado,BR,2021-04-07 19:35:21,-23.7869,-54.2836,80.96,57,98,6.76
476,Yeppoon,AU,2021-04-07 19:37:15,-23.1333,150.7333,68.0,100,90,4.61
477,Riyadh,SA,2021-04-07 19:37:06,24.6877,46.7219,82.4,18,0,3.44
478,Illapel,CL,2021-04-07 19:37:15,-31.6308,-71.1653,74.16,49,0,8.5
479,Letterkenny,IE,2021-04-07 19:37:16,54.95,-7.7333,48.2,87,90,11.5
480,Gladstone,AU,2021-04-07 19:37:16,-23.85,151.25,68.0,94,90,1.14
481,Kitimat,CA,2021-04-07 19:33:45,54.0524,-128.6534,42.01,78,100,1.01
482,Balkhash,KZ,2021-04-07 19:37:16,46.844,74.9804,47.44,68,24,9.8
483,Sisimiut,GL,2021-04-07 19:37:17,66.9395,-53.6735,29.46,71,100,7.76
484,Lukovetskiy,RU,2021-04-07 19:37:17,64.2956,41.9211,39.2,65,40,6.71
485,Barbacena,BR,2021-04-07 19:37:18,-21.2258,-43.7736,69.8,68,75,8.05
486,Acapulco,MX,2021-04-07 19:35:19,16.8634,-99.8901,87.8,62,1,13.8
487,Morant Bay,JM,2021-04-07 19:37:18,17.8815,-76.4093,87.8,62,20,11.5
488,Toora-Khem,RU,2021-04-07 19:37:18,52.4675,96.11,33.37,90,100,3.91
489,Ayorou,NE,2021-04-07 19:37:19,14.7308,0.9174,92.03,4,100,10.07
490,Paciran,ID,2021-04-07 19:37:19,-6.8767,112.3761,79.12,85,99,12.53
491,Keetmanshoop,NA,2021-04-07 19:37:19,-26.5833,18.1333,78.8,29,1,4.61
492,Grao Mogol,BR,2021-04-07 19:37:20,-16.5594,-42.8897,71.92,69,100,4.52
493,Suoyarvi,RU,2021-04-07 19:37:20,62.0833,32.35,30.06,95,100,2.39
494,Yerbogachen,RU,2021-04-07 19:37:20,61.2767,108.0108,30.74,95,100,8.32
495,Sivaki,RU,2021-04-07 19:37:21,52.6333,126.75,4.21,90,5,5.39
496,Guerrero Negro,MX,2021-04-07 19:37:21,27.9769,-114.0611,74.5,48,14,13.38
497,Meulaboh,ID,2021-04-07 19:37:21,4.1363,96.1285,75.78,89,100,2.98
498,Lujan,AR,2021-04-07 19:37:22,-34.5703,-59.105,87.01,58,50,3.0
499,Pahrump,US,2021-04-07 19:37:22,36.2083,-115.9839,81.0,9,91,5.01
500,Nesbyen,NO,2021-04-07 19:37:22,60.5681,9.1027,36.0,72,100,1.01
501,Wanning,CN,2021-04-07 19:37:23,18.8003,110.3967,73.27,90,25,2.33
502,Ekhabi,RU,2021-04-07 19:37:23,53.5102,142.9671,26.83,91,100,17.13
503,Baykit,RU,2021-04-07 19:37:23,61.67,96.37,26.01,98,95,1.92
504,Adwa,ET,2021-04-07 19:37:24,14.1646,38.8955,66.78,19,3,5.06
505,Baberu,IN,2021-04-07 19:37:24,25.55,80.7167,85.3,14,6,6.2
506,Tooele,US,2021-04-07 19:37:24,40.5308,-112.2983,59.0,36,1,10.36
507,Atikokan,CA,2021-04-07 19:37:24,48.7555,-91.6216,52.86,56,100,10.38
508,Gap,FR,2021-04-07 19:35:14,44.6667,6.0,30.99,55,0,1.01
509,Hovd,MN,2021-04-07 19:37:25,48.0056,91.6419,40.5,38,0,7.81
510,Saint-Joseph,RE,2021-04-07 19:37:25,-21.3667,55.6167,78.8,78,94,3.44
511,Great Yarmouth,GB,2021-04-07 19:37:26,52.6083,1.7305,39.99,56,75,3.44
512,Aripuana,BR,2021-04-07 19:32:05,-9.1667,-60.6333,83.57,81,100,2.33
513,Zaria,NG,2021-04-07 19:37:26,11.1113,7.7227,86.72,13,83,9.55
514,Olga,RU,2021-04-07 19:37:26,43.7444,135.2892,27.72,39,0,5.1
515,Homer,US,2021-04-07 19:37:27,59.6425,-151.5483,30.99,64,1,6.91
516,Kidal,ML,2021-04-07 19:37:27,18.4411,1.4078,89.44,6,100,9.35
517,Santa Cruz De La Palma,ES,2021-04-07 19:37:27,28.6835,-17.7642,69.8,83,20,5.75
518,Yueyang,CN,2021-04-07 19:37:27,29.3333,113.0919,53.31,92,100,10.11
519,San Vicente,AR,2021-04-07 19:37:28,-26.6167,-54.1333,82.15,38,0,3.85
520,Basoko,CD,2021-04-07 19:37:28,1.2391,23.616,73.58,91,74,0.96
521,Wexford,IE,2021-04-07 19:37:28,52.3342,-6.4575,48.0,81,75,6.91
522,Snezhnogorsk,RU,2021-04-07 19:32:47,69.1933,33.2531,37.4,60,40,8.95
523,Siedlce,PL,2021-04-07 19:37:29,52.1677,22.2901,30.99,81,5,7.94
524,Holly Springs,US,2021-04-07 19:37:29,35.6513,-78.8336,87.01,28,4,5.28
525,Shimoda,JP,2021-04-07 19:37:29,34.6667,138.95,48.99,63,69,1.01
526,Matagami,CA,2021-04-07 19:37:30,49.7502,-77.6328,55.4,44,90,6.91
527,San Quintin,MX,2021-04-07 19:37:30,30.4833,-115.95,69.3,60,14,13.82
528,Mattru,SL,2021-04-07 19:37:30,7.6244,-11.8332,80.6,78,100,3.8
529,Mago,RU,2021-04-07 19:37:31,53.2514,140.1822,28.06,83,99,12.48
530,Ust-Kut,RU,2021-04-07 19:37:31,56.7938,105.7672,33.85,99,100,1.48
531,Ust-Barguzin,RU,2021-04-07 19:37:31,53.45,108.9833,26.06,90,68,5.01
532,Cape Canaveral,US,2021-04-07 19:37:31,28.4058,-80.6048,80.01,49,2,8.01
533,Upata,VE,2021-04-07 19:37:32,8.0086,-62.3989,91.99,56,100,1.99
534,Hyeres,FR,2021-04-07 19:37:32,43.1167,6.1167,50.0,43,0,2.3
535,Ngunguru,NZ,2021-04-07 19:37:32,-35.6167,174.5,57.99,93,11,4.0
536,Sawakin,SD,2021-04-07 19:37:33,19.1059,37.3321,79.84,76,21,5.99
537,Tiarei,PF,2021-04-07 19:37:33,-17.5333,-149.3333,84.2,58,20,5.75
538,Manaure,CO,2021-04-07 19:37:33,11.7751,-72.4445,84.45,63,100,15.05
539,Canala,NC,2021-04-07 19:37:33,-21.5333,165.95,73.4,83,90,4.61
540,Abalak,RU,2021-04-07 19:37:34,58.1286,68.5944,29.7,97,33,3.33
541,Sosnovo-Ozerskoye,RU,2021-04-07 19:37:34,52.5249,111.5418,29.98,73,59,1.36
542,Osmena,PH,2021-04-07 19:37:34,10.5208,119.9258,81.72,74,94,15.9
543,Vanimo,PG,2021-04-07 19:37:35,-2.6741,141.3028,77.31,89,100,8.23
544,Holme,DK,2021-04-07 19:37:35,56.1138,10.1725,39.0,93,90,6.91
545,Sarangani,PH,2021-04-07 19:37:35,5.4033,125.4636,81.61,75,98,7.7
546,Olafsvik,IS,2021-04-07 19:37:35,64.8945,-23.7142,29.98,87,100,34.47
547,Alice Springs,AU,2021-04-07 19:37:36,-23.7,133.8833,59.0,67,5,4.61
548,Jiwani,PK,2021-04-07 19:37:36,25.05,61.7417,79.0,59,0,8.43
549,Starogard Gdanski,PL,2021-04-07 19:37:36,53.964,18.5264,37.0,100,93,7.87
550,Pochutla,MX,2021-04-07 19:37:37,15.7432,-96.4661,96.01,34,40,11.5
551,Taseyevo,RU,2021-04-07 19:37:37,57.2169,94.8978,30.54,95,100,4.34
552,Wynyard,AU,2021-04-07 19:37:37,-41.0,145.7167,55.99,98,57,1.99
553,Byron Bay,AU,2021-04-07 19:37:38,-28.65,153.6167,68.0,94,90,9.22
554,Ambajogai,IN,2021-04-07 19:37:38,18.7333,76.3833,91.11,19,92,3.22
